,precision,recall,f1-score,support
dbservice1,0.15384615384615385,0.13333333333333333,0.14285714285714288,15.0
dbservice2,0.15841584158415842,0.8,0.2644628099173554,20.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.8307692307692308,0.9673704414587332,0.8938811705586758,1563.0
mobservice2,0.9677672955974843,0.7896087235407312,0.8696573648887319,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.07692307692307693,0.08333333333333333,0.08,12.0
webservice1,0.7,0.4117647058823529,0.5185185185185185,17.0
webservice2,1.0,0.23529411764705882,0.38095238095238093,17.0
accuracy,0.855600123418698,0.855600123418698,0.855600123418698,0.855600123418698
macro avg,0.38877215987201047,0.3420704655195542,0.31503293876928057,3241.0
weighted avg,0.877056651524603,0.855600123418698,0.8567155878052923,3241.0
