,precision,recall,f1-score,support
[access permission denied exception],0.0,0.0,0.0,3.0
[file moving program],0.9,0.6923076923076923,0.7826086956521738,13.0
[login failure],1.0,1.0,1.0,3087.0
[memory_anomalies],0.9375,0.9926470588235294,0.9642857142857143,136.0
[normal memory freed label],0.0,0.0,0.0,2.0
accuracy,0.9969145325516816,0.9969145325516816,0.9969145325516816,0.9969145325516816
macro avg,0.5675,0.5369909502262443,0.5493788819875777,3241.0
weighted avg,0.9954335081764887,0.9969145325516816,0.9960866307270397,3241.0
