,precision,recall,f1-score,support
dbservice1,0.6666666666666666,0.25,0.36363636363636365,16.0
dbservice2,0.21818181818181817,0.631578947368421,0.32432432432432434,19.0
logservice1,0.29411764705882354,0.38461538461538464,0.33333333333333337,13.0
logservice2,0.16666666666666666,0.07692307692307693,0.10526315789473684,13.0
mobservice1,0.8363536518396485,0.9737851662404092,0.8998522895125554,1564.0
mobservice2,0.9724560061208876,0.8152661962796665,0.8869504535938589,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.09090909090909091,0.09090909090909091,0.09090909090909091,11.0
webservice1,0.4,0.23529411764705882,0.29629629629629634,17.0
webservice2,0.16666666666666666,0.05555555555555555,0.08333333333333333,18.0
accuracy,0.8707189139154582,0.8707189139154582,0.8707189139154582,0.8707189139154582
macro avg,0.3812018214110268,0.3513927535538663,0.3383898642833893,3241.0
weighted avg,0.8811225986764045,0.8707189139154582,0.8686651877055874,3241.0
