,precision,recall,f1-score,support
dbservice1,0.26666666666666666,0.26666666666666666,0.26666666666666666,15.0
dbservice2,0.23076923076923078,0.3157894736842105,0.26666666666666666,19.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.8826114249843063,0.8995521433141395,0.8910012674271229,1563.0
mobservice2,0.901921802518224,0.8729955099422707,0.8872229465449805,1559.0
redisservice1,0.05263157894736842,0.09090909090909091,0.06666666666666667,11.0
redisservice2,0.14285714285714285,0.08333333333333333,0.10526315789473685,12.0
webservice1,0.2692307692307692,0.4117647058823529,0.3255813953488372,17.0
webservice2,0.3157894736842105,0.3333333333333333,0.3243243243243243,18.0
accuracy,0.8614625115705029,0.8614625115705029,0.8614625115705029,0.8614625115705029
macro avg,0.3062478089657919,0.3274344257065398,0.31333930915400016,3241.0
weighted avg,0.8659539430567549,0.8614625115705029,0.8633913712143544,3241.0
