,precision,recall,f1-score,support
dbservice1,0.2,0.06666666666666667,0.1,15.0
dbservice2,0.1875,0.15789473684210525,0.17142857142857143,19.0
logservice1,0.1111111111111111,0.07142857142857142,0.08695652173913043,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.88125,0.9021113243761996,0.8915586468542523,1563.0
mobservice2,0.9015645371577575,0.8871071199486851,0.8942774005819593,1559.0
redisservice1,0.1111111111111111,0.09090909090909091,0.09999999999999999,11.0
redisservice2,0.14285714285714285,0.08333333333333333,0.10526315789473685,12.0
webservice1,0.2608695652173913,0.35294117647058826,0.3,17.0
webservice2,0.23333333333333334,0.3888888888888889,0.2916666666666667,18.0
accuracy,0.8679419932119716,0.8679419932119716,0.8679419932119716,0.8679419932119716
macro avg,0.3029596800787847,0.3001280908864129,0.29411509651653167,3241.0
weighted avg,0.8647399597438146,0.8679419932119716,0.8658970455404809,3241.0
