,precision,recall,f1-score,support
dbservice1,0.13333333333333333,0.13333333333333333,0.13333333333333333,15.0
dbservice2,0.16666666666666666,0.2,0.1818181818181818,20.0
logservice1,0.11764705882352941,0.14285714285714285,0.12903225806451615,14.0
logservice2,0.0625,0.07692307692307693,0.06896551724137931,13.0
mobservice1,0.925642807505212,0.8522072936660269,0.8874083944037309,1563.0
mobservice2,0.8647836538461539,0.9230275817831943,0.8929568724790568,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.15384615384615385,0.16666666666666666,0.16,12.0
webservice1,0.35,0.4117647058823529,0.37837837837837834,17.0
webservice2,0.3333333333333333,0.4117647058823529,0.36842105263157887,17.0
accuracy,0.8626966985498303,0.8626966985498303,0.8626966985498303,0.8626966985498303
macro avg,0.31077530073543824,0.33185445069941466,0.3200313988350155,3241.0
weighted avg,0.868939567154114,0.8626966985498303,0.8645769953558946,3241.0
