,precision,recall,f1-score,support
dbservice1,0.0,0.0,0.0,16.0
dbservice2,0.11764705882352941,0.21052631578947367,0.1509433962264151,19.0
logservice1,0.125,0.07692307692307693,0.09523809523809525,13.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.9975942261427426,0.7953964194373402,0.8850942725008895,1564.0
mobservice2,0.8327939590075513,0.9903784477228993,0.9047758570172868,1559.0
redisservice1,0.11627906976744186,0.45454545454545453,0.18518518518518515,11.0
redisservice2,0.125,0.18181818181818182,0.14814814814814814,11.0
webservice1,0.42857142857142855,0.17647058823529413,0.25,17.0
webservice2,0.25,0.2777777777777778,0.2631578947368421,18.0
accuracy,0.8663992594878124,0.8663992594878124,0.8663992594878124,0.8663992594878124
macro avg,0.2992885742312693,0.3163836262249498,0.28825428490528615,3241.0
weighted avg,0.8876467849277461,0.8663992594878124,0.8675077234864758,3241.0
