,precision,recall,f1-score,support
dbservice1,0.058823529411764705,0.06666666666666667,0.0625,15.0
dbservice2,0.4,0.3157894736842105,0.35294117647058826,19.0
logservice1,0.1111111111111111,0.14285714285714285,0.125,14.0
logservice2,0.09090909090909091,0.07692307692307693,0.08333333333333334,13.0
mobservice1,0.9150370869858395,0.8682021753039028,0.8910045961917268,1563.0
mobservice2,0.8726386349786716,0.9185375240538807,0.895,1559.0
redisservice1,0.3333333333333333,0.09090909090909091,0.14285714285714288,11.0
redisservice2,0.18181818181818182,0.16666666666666666,0.17391304347826086,12.0
webservice1,0.15789473684210525,0.17647058823529413,0.16666666666666669,17.0
webservice2,0.17391304347826086,0.2222222222222222,0.1951219512195122,18.0
accuracy,0.8667078062326442,0.8667078062326442,0.8667078062326442,0.8667078062326442
macro avg,0.3295478748868359,0.3045244627522154,0.3088337910217231,3241.0
weighted avg,0.8681053550529391,0.8667078062326442,0.8665306427282925,3241.0
