,precision,recall,f1-score,support
dbservice1,0.05555555555555555,0.06666666666666667,0.0606060606060606,15.0
dbservice2,0.1,0.15,0.12,20.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.8911651728553137,0.8905950095969289,0.89088,1563.0
mobservice2,0.8937704918032787,0.8742783835792175,0.883916990920882,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.2,0.16666666666666666,0.1818181818181818,12.0
webservice1,0.375,0.5294117647058824,0.4390243902439025,17.0
webservice2,0.23809523809523808,0.29411764705882354,0.2631578947368421,17.0
accuracy,0.8562172169083616,0.8562172169083616,0.8562172169083616,0.8562172169083616
macro avg,0.2753586458309386,0.2971736138274185,0.28394035183258687,3241.0
weighted avg,0.8645280204489725,0.8562172169083616,0.8601974812654233,3241.0
