,precision,recall,f1-score,support
dbservice1,0.38095238095238093,0.5,0.4324324324324324,16.0
dbservice2,0.3333333333333333,0.21052631578947367,0.2580645161290323,19.0
logservice1,0.14285714285714285,0.07692307692307693,0.1,13.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.9117259552042161,0.8849104859335039,0.8981181051265412,1564.0
mobservice2,0.8851142680667079,0.9191789608723541,0.9018250471994966,1559.0
redisservice1,0.2222222222222222,0.18181818181818182,0.19999999999999998,11.0
redisservice2,0.4,0.18181818181818182,0.25000000000000006,11.0
webservice1,0.16666666666666666,0.29411764705882354,0.21276595744680848,17.0
webservice2,0.2,0.16666666666666666,0.1818181818181818,18.0
accuracy,0.8768898488120951,0.8768898488120951,0.8768898488120951,0.8768898488120951
macro avg,0.364287196930267,0.3415959516880262,0.3435024240152493,3241.0
weighted avg,0.8742351218509361,0.8768898488120951,0.8749039982340695,3241.0
