,precision,recall,f1-score,support
dbservice1,0.06896551724137931,0.13333333333333333,0.09090909090909091,15.0
dbservice2,0.1111111111111111,0.21052631578947367,0.14545454545454545,19.0
logservice1,0.25,0.07142857142857142,0.11111111111111112,14.0
logservice2,0.05263157894736842,0.07692307692307693,0.0625,13.0
mobservice1,0.9583333333333334,0.8093410108765196,0.8775580992022199,1563.0
mobservice2,0.8312259483232546,0.9698524695317511,0.8952042628774423,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
webservice1,0.5,0.058823529411764705,0.10526315789473684,17.0
webservice2,0.2222222222222222,0.1111111111111111,0.14814814814814814,18.0
accuracy,0.8608454180808393,0.8608454180808393,0.8608454180808393,0.8608454180808393
macro avg,0.36611563778453354,0.26080060850722686,0.2702815082263961,3241.0
weighted avg,0.8705911934069737,0.8608454180808393,0.858191367945914,3241.0
