,precision,recall,f1-score,support
dbservice1,0.16666666666666666,0.26666666666666666,0.2051282051282051,15.0
dbservice2,0.14285714285714285,0.2,0.16666666666666666,20.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.8842710997442456,0.8848368522072937,0.8845538855132715,1563.0
mobservice2,0.8883782009192384,0.8678640153944837,0.8780012978585335,1559.0
redisservice1,0.06666666666666667,0.09090909090909091,0.07692307692307691,11.0
redisservice2,0.125,0.08333333333333333,0.1,12.0
webservice1,0.3225806451612903,0.5882352941176471,0.41666666666666663,17.0
webservice2,0.3157894736842105,0.35294117647058826,0.33333333333333337,17.0
accuracy,0.8522061092255476,0.8522061092255476,0.8522061092255476,0.8522061092255476
macro avg,0.29122098956994613,0.3334786429099104,0.30612731320897535,3241.0
weighted avg,0.8594693342623256,0.8522061092255476,0.8554668795665249,3241.0
