,precision,recall,f1-score,support
dbservice1,0.08333333333333333,0.0625,0.07142857142857144,16.0
dbservice2,0.09090909090909091,0.10526315789473684,0.0975609756097561,19.0
logservice1,0.08333333333333333,0.07692307692307693,0.08,13.0
logservice2,0.25925925925925924,0.5833333333333334,0.358974358974359,12.0
mobservice1,0.9526977087952697,0.8246960972488804,0.8840877914951989,1563.0
mobservice2,0.8506864988558352,0.9532051282051283,0.8990326481257557,1560.0
redisservice1,0.06666666666666667,0.08333333333333333,0.07407407407407407,12.0
redisservice2,0.09090909090909091,0.09090909090909091,0.09090909090909091,11.0
webservice1,0.2222222222222222,0.2222222222222222,0.2222222222222222,18.0
webservice2,0.17391304347826086,0.23529411764705882,0.19999999999999998,17.0
accuracy,0.8630052452946622,0.8630052452946622,0.8630052452946622,0.8630052452946622
macro avg,0.2873930247762363,0.32376795577168616,0.2978289732839029,3241.0
weighted avg,0.8738503638711171,0.8630052452946622,0.8645335532425789,3241.0
