,dbservice1,dbservice2,logservice1,logservice2,mobservice1,mobservice2,redisservice1,redisservice2,webservice1,webservice2
dbservice1,3,9,0,0,0,2,1,0,0,1
dbservice2,2,10,0,0,0,1,4,0,0,2
logservice1,2,5,0,2,0,1,2,0,0,1
logservice2,0,7,1,0,0,4,1,0,0,0
mobservice1,2,17,0,0,1515,27,2,0,0,0
mobservice2,0,8,0,0,270,1280,0,0,0,1
redisservice1,0,7,2,0,0,0,1,0,0,1
redisservice2,1,4,0,0,0,4,1,0,0,2
webservice1,1,8,0,0,1,3,0,0,2,2
webservice2,0,11,0,1,0,0,2,0,3,1
