,precision,recall,f1-score,support
dbservice1,0.2,0.125,0.15384615384615385,16.0
dbservice2,0.1836734693877551,0.47368421052631576,0.2647058823529412,19.0
logservice1,0.21052631578947367,0.3076923076923077,0.25,13.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.9037467700258398,0.8950735764555342,0.8993892639022822,1563.0
mobservice2,0.9085603112840467,0.8986529826812059,0.9035794904869396,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.125,0.08333333333333333,0.1,12.0
webservice1,0.09615384615384616,0.29411764705882354,0.14492753623188406,17.0
webservice2,0.23076923076923078,0.16666666666666666,0.1935483870967742,18.0
accuracy,0.8713360074051218,0.8713360074051218,0.8713360074051218,0.8713360074051218
macro avg,0.28584299434101923,0.32442207244141863,0.2909996713916975,3241.0
weighted avg,0.8780366635002493,0.8713360074051218,0.8739013990923586,3241.0
