,precision,recall,f1-score,support
dbservice1,0.2,0.1875,0.19354838709677422,16.0
dbservice2,0.16666666666666666,0.05263157894736842,0.08,19.0
logservice1,0.09090909090909091,0.07692307692307693,0.08333333333333334,13.0
logservice2,0.14285714285714285,0.15384615384615385,0.14814814814814817,13.0
mobservice1,0.9352818371607515,0.8593350383631714,0.8957014328557147,1564.0
mobservice2,0.8605741066198008,0.9422706863373957,0.8995713410900184,1559.0
redisservice1,0.09090909090909091,0.09090909090909091,0.09090909090909091,11.0
redisservice2,0.06666666666666667,0.09090909090909091,0.07692307692307691,11.0
webservice1,0.4,0.35294117647058826,0.37500000000000006,17.0
webservice2,0.3,0.16666666666666666,0.21428571428571427,18.0
accuracy,0.8734958346189448,0.8734958346189448,0.8734958346189448,0.8734958346189448
macro avg,0.32538646017892103,0.2973932559372603,0.30574205246418706,3241.0
weighted avg,0.8724945345815015,0.8734958346189448,0.8710315001239681,3241.0
