,precision,recall,f1-score,support
dbservice1,0.14285714285714285,0.3125,0.196078431372549,16.0
dbservice2,0.14814814814814814,0.21052631578947367,0.17391304347826086,19.0
logservice1,0.058823529411764705,0.07692307692307693,0.06666666666666667,13.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.9017681728880157,0.8809980806142035,0.8912621359223301,1563.0
mobservice2,0.8888888888888888,0.9031430404105195,0.8959592745784283,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.1,0.08333333333333333,0.0909090909090909,12.0
webservice1,0.125,0.11764705882352941,0.12121212121212122,17.0
webservice2,0.2,0.16666666666666666,0.1818181818181818,18.0
accuracy,0.8642394322739895,0.8642394322739895,0.8642394322739895,0.8642394322739895
macro avg,0.256548588219396,0.2751737572560803,0.26178189459576284,3241.0
weighted avg,0.866409030232838,0.8642394322739895,0.8650341682608234,3241.0
