,precision,recall,f1-score,support
dbservice1,0.13333333333333333,0.13333333333333333,0.13333333333333333,15.0
dbservice2,0.2222222222222222,0.2,0.2105263157894737,20.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.15384615384615385,0.15384615384615385,0.15384615384615385,13.0
mobservice1,0.9047619047619048,0.8752399232245681,0.8897560975609756,1563.0
mobservice2,0.8825396825396825,0.8915971776779987,0.8870453095086152,1559.0
redisservice1,0.0975609756097561,0.36363636363636365,0.15384615384615385,11.0
redisservice2,0.058823529411764705,0.08333333333333333,0.06896551724137931,12.0
webservice1,0.2962962962962963,0.47058823529411764,0.3636363636363636,17.0
webservice2,0.5,0.29411764705882354,0.37037037037037035,17.0
accuracy,0.8589941376118482,0.8589941376118482,0.8589941376118482,0.8589941376118482
macro avg,0.32493840980211136,0.3465692167404692,0.3231325615132819,3241.0
weighted avg,0.8681835102710126,0.8589941376118482,0.8629438298996743,3241.0
