,precision,recall,f1-score,support
[access permission denied exception],0.0,0.0,0.0,15.0
[file moving program],0.8461538461538461,0.4074074074074074,0.5499999999999999,27.0
[login failure],0.9828326180257511,1.0,0.9913419913419913,458.0
[memory_anomalies],0.9246119733924612,0.9788732394366197,0.9509692132269099,426.0
[normal memory freed label],0.1111111111111111,0.07692307692307693,0.09090909090909093,13.0
accuracy,0.9446219382321619,0.9446219382321619,0.9446219382321619,0.9446219382321619
macro avg,0.572941909736634,0.4926407447534209,0.5166440590955984,939.0
weighted avg,0.9247205942615344,0.9446219382321619,0.932033370661463,939.0
