,precision,recall,f1-score,support
dbservice1,0.3333333333333333,0.1,0.15384615384615383,20.0
dbservice2,0.1111111111111111,0.3333333333333333,0.16666666666666666,12.0
logservice1,0.07692307692307693,0.058823529411764705,0.06666666666666667,17.0
logservice2,0.058823529411764705,0.07692307692307693,0.06666666666666667,13.0
mobservice1,0.875784190715182,0.9047310434219054,0.8900223143130379,1543.0
mobservice2,0.9030144167758847,0.8743654822335025,0.8884590586718247,1576.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.25,0.0625,0.1,16.0
webservice1,0.5333333333333333,0.5,0.5161290322580646,16.0
webservice2,0.2692307692307692,0.4117647058823529,0.3255813953488372,17.0
accuracy,0.863313792039494,0.863313792039494,0.863313792039494,0.863313792039494
macro avg,0.3411553760834455,0.33224411712059354,0.3174037954437918,3241.0
weighted avg,0.8644456592757239,0.863313792039494,0.8626923106343091,3241.0
