,precision,recall,f1-score,support
dbservice1,0.07142857142857142,0.09090909090909091,0.08,11.0
dbservice2,0.1875,0.21428571428571427,0.19999999999999998,14.0
logservice1,0.12,0.21428571428571427,0.15384615384615383,14.0
logservice2,0.16666666666666666,0.07142857142857142,0.1,14.0
mobservice1,0.8966887417218543,0.8690629011553274,0.8826597131681878,1558.0
mobservice2,0.8750773036487323,0.9035759897828863,0.8890983349041786,1566.0
redisservice1,0.0,0.0,0.0,8.0
redisservice2,0.23076923076923078,0.17647058823529413,0.20000000000000004,17.0
webservice1,0.3,0.2857142857142857,0.2926829268292683,21.0
webservice2,0.23076923076923078,0.16666666666666666,0.1935483870967742,18.0
accuracy,0.8605368713360074,0.8605368713360074,0.8605368713360074,0.8605368713360074
macro avg,0.30788997450042854,0.2992399522463551,0.2991835515844562,3241.0
weighted avg,0.8606026188869283,0.8605368713360074,0.8601591743785815,3241.0
