,precision,recall,f1-score,support
[access permission denied exception],0.0,0.0,0.0,15.0
[file moving program],0.1452991452991453,0.4594594594594595,0.22077922077922077,37.0
[login failure],0.9993143901881618,0.9980978467625352,0.9987057480015227,13143.0
[memory_anomalies],0.9335863377609108,0.8723404255319149,0.9019248395967002,564.0
[normal memory freed label],0.3333333333333333,0.06666666666666667,0.1111111111111111,15.0
accuracy,0.9894003194424278,0.9894003194424278,0.9894003194424278,0.9894003194424278
macro avg,0.4823066413163103,0.47931287968411534,0.44650418389771096,13774.0
weighted avg,0.9925154488976501,0.9894003194424278,0.9905990092458289,13774.0
