,precision,recall,f1-score,support
[access permission denied exception],0.0,0.0,0.0,15.0
[file moving program],0.35294117647058826,0.32432432432432434,0.3380281690140845,37.0
[login failure],0.999315329022442,0.9994673970935098,0.9993913572732805,13143.0
[memory_anomalies],0.9256756756756757,0.9716312056737588,0.9480968858131488,564.0
[normal memory freed label],0.3333333333333333,0.06666666666666667,0.1111111111111111,15.0
accuracy,0.9944097575141571,0.9944097575141571,0.9944097575141571,0.9944097575141571
macro avg,0.5222531029004078,0.472417918751652,0.47932550464232493,13774.0
weighted avg,0.9927502013904784,0.9944097575141571,0.9934587600669035,13774.0
