,precision,recall,f1-score,support
dbservice1,0.125,0.06666666666666667,0.08695652173913045,15.0
dbservice2,0.08108108108108109,0.15789473684210525,0.10714285714285714,19.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.0,0.0,0.0,13.0
mobservice1,0.8363431151241535,0.9481765834932822,0.8887556221889056,1563.0
mobservice2,0.9421965317919075,0.8364336112892881,0.8861705742439688,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.375,0.25,0.3,12.0
webservice1,0.6153846153846154,0.47058823529411764,0.5333333333333333,17.0
webservice2,0.2,0.05555555555555555,0.08695652173913045,18.0
accuracy,0.8645479790188213,0.8645479790188213,0.8645479790188213,0.8645479790188213
macro avg,0.31750053433817577,0.27853153891410154,0.2889315430387326,3241.0
weighted avg,0.8633340823834356,0.8645479790188213,0.8603014220602835,3241.0
