,precision,recall,f1-score,support
dbservice1,0.3076923076923077,0.25,0.27586206896551724,16.0
dbservice2,0.1111111111111111,0.15789473684210525,0.13043478260869565,19.0
logservice1,0.05660377358490566,0.23076923076923078,0.09090909090909091,13.0
logservice2,0.06666666666666667,0.07692307692307693,0.07142857142857144,13.0
mobservice1,0.9084652443220922,0.8439897698209718,0.8750414318859795,1564.0
mobservice2,0.8660110633066994,0.9037844772289929,0.884494664155681,1559.0
redisservice1,0.0,0.0,0.0,11.0
redisservice2,0.07692307692307693,0.09090909090909091,0.08333333333333334,11.0
webservice1,0.2,0.11764705882352941,0.14814814814814817,17.0
webservice2,0.4,0.2222222222222222,0.2857142857142857,18.0
accuracy,0.8475779080530701,0.8475779080530701,0.8475779080530701,0.8475779080530701
macro avg,0.299347324360686,0.289413966353922,0.2845366377149303,3241.0
weighted avg,0.8611643774817985,0.8475779080530701,0.8531541088552373,3241.0
