,precision,recall,f1-score,support
dbservice1,0.125,0.06666666666666667,0.08695652173913045,15.0
dbservice2,0.16129032258064516,0.2631578947368421,0.19999999999999998,19.0
logservice1,0.0,0.0,0.0,14.0
logservice2,0.19047619047619047,0.3076923076923077,0.23529411764705882,13.0
mobservice1,0.9967105263157895,0.7754318618042226,0.8722562072688017,1563.0
mobservice2,0.8187599364069952,0.9910198845413727,0.8966918165989554,1559.0
redisservice1,0.1,0.18181818181818182,0.12903225806451613,11.0
redisservice2,0.14285714285714285,0.16666666666666666,0.15384615384615383,12.0
webservice1,0.3076923076923077,0.47058823529411764,0.372093023255814,17.0
webservice2,0.16666666666666666,0.1111111111111111,0.13333333333333333,18.0
accuracy,0.8580684973773527,0.8580684973773527,0.8580684973773527,0.8580684973773527
macro avg,0.30094530929957375,0.3334152810331489,0.30795034317537634,3241.0
weighted avg,0.880211680049479,0.8580684973773527,0.8582021769437271,3241.0
